wave,lev,thr,sorh,keepapp,mse,psnr,ssim,ok
sym8,2,0.1,s,1,0.00722807049602995,21.4097762037681,0.229441454971177,1
db8,2,0.1,s,1,0.00724620683760317,21.3988927351047,0.227343240126605,1
haar,2,0.9,h,0,0.0072498470131054,21.3967115785179,0.446454662620746,1
haar,2,0.1,s,1,0.00735629535002634,21.3334084246935,0.223617881691286,1
sym8,2,0.3,s,0,0.00742037427412543,21.2957418891396,0.551867207452905,1
db8,2,0.3,s,0,0.0074344431062204,21.2875155773431,0.54845699540334,1
haar,3,0.6,s,0,0.00763028289124541,21.1745936036368,0.687274575317409,1
haar,2,0.3,s,0,0.00775881583888193,21.1020455630391,0.51597876451597,1
sym8,2,0.1,s,0,0.00777629324856049,21.0922737027439,0.229250661508697,1
db8,2,0.1,s,0,0.00779422706464681,21.0822694631255,0.227168333875955,1
haar,2,0.1,s,0,0.00790605773410678,21.0204001853941,0.223477170832708,1
sym8,3,0.7,s,0,0.00899424042567114,20.4603550745668,0.743909179615527,1
db8,3,0.7,s,0,0.00901462680651992,20.450522477795,0.74262941342561,1
haar,3,0.7,s,0,0.00972363064999421,20.121715460973,0.6701204965358,1
sym8,3,0.8,s,0,0.0113279922398369,19.4584705716465,0.725058875804259,1
db8,3,0.8,s,0,0.0113414137130097,19.4533280703995,0.724145005577043,1
sym8,2,0.4,s,0,0.0115755482198183,19.3645843156669,0.55947623087445,1
db8,2,0.4,s,0,0.0115826595429788,19.3619170898295,0.558062241451764,1
haar,2,0.4,s,0,0.0119849460570536,19.2136391633844,0.518424186907533,1
haar,3,0.8,s,0,0.0120987503608783,19.1725948417953,0.651942228837534,1
sym8,4,0.2,h,0,0.0127727331648306,18.9371616057562,0.157094785082995,1
sym8,4,0.2,h,1,0.0127728317451424,18.937128086916,0.157092936116089,1
sym8,5,0.2,h,0,0.0127776213501226,18.9354998582267,0.157022480688565,1
sym8,5,0.2,h,1,0.0127776213501226,18.9354998582267,0.157022480688565,1
sym8,3,0.2,h,0,0.0128027186178478,18.9269779946433,0.157477589992038,1
sym8,3,0.2,h,1,0.0128027395742943,18.9269708857925,0.157477309067327,1
db8,4,0.2,h,0,0.01282481909906,18.9194875212914,0.154175366212329,1
db8,4,0.2,h,1,0.0128248483514094,18.9194776154055,0.154174232080008,1
db8,5,0.2,h,0,0.0128297492420148,18.9178183184592,0.154100867815349,1
db8,5,0.2,h,1,0.0128297492420148,18.9178183184592,0.154100867815349,1
db8,3,0.2,h,0,0.0128484222612002,18.9115019881698,0.154603867637668,1
db8,3,0.2,h,1,0.0128485241230127,18.9114675576017,0.154600581117931,1
haar,4,0.2,h,0,0.0130179167366059,18.854585105594,0.154213273221944,1
haar,4,0.2,h,1,0.0130179167366059,18.854585105594,0.154213273221944,1
haar,5,0.2,h,0,0.0130238916814413,18.8525922442876,0.154151870803275,1
haar,5,0.2,h,1,0.0130238916814413,18.8525922442876,0.154151870803275,1
haar,3,0.2,h,0,0.0130325364941044,18.8497105027464,0.154470894433238,1
haar,3,0.2,h,1,0.0130325364941044,18.8497105027464,0.154470894433238,1
sym8,2,0.2,h,1,0.0130858388761366,18.8319843140397,0.156928214618567,1
sym8,2,0.2,h,0,0.0130869561852318,18.8316135159084,0.156829416462694,1
db8,2,0.2,h,1,0.0131214734674033,18.8201739340308,0.154358569696376,1
db8,2,0.2,h,0,0.0131225776566027,18.8198084849053,0.154293286474218,1
haar,2,0.2,h,1,0.0132831673221921,18.7669835670445,0.153773053538085,1
haar,2,0.2,h,0,0.0132847920209321,18.7664524026526,0.153617825600042,1
sym8,3,0.9,s,0,0.0139505565133089,18.5540846724068,0.704821309974104,1
db8,3,0.9,s,0,0.013957286256557,18.5519901426089,0.704152628239868,1
haar,3,0.9,s,0,0.0147590523219563,18.3094152764565,0.632632886437888,1
db8,2,0.5,s,0,0.0170191654447023,17.6906173988286,0.531947565204003,1
sym8,2,0.5,s,0,0.0170227836113402,17.6896942144311,0.532418249628565,1
haar,2,0.5,s,0,0.0174862845523101,17.5730245866565,0.491303310447608,1
db8,4,0.1,h,1,0.0192665065050249,17.1519702655552,0.115641998523369,1
db8,4,0.1,h,0,0.0192665397273541,17.1519627767757,0.115641737952648,1
db8,5,0.1,h,0,0.0192670100267056,17.151856766084,0.115634923749284,1
db8,5,0.1,h,1,0.0192670100267056,17.151856766084,0.115634923749284,1
db8,3,0.1,h,1,0.0192731833112905,17.1504654791074,0.115686552707245,1
db8,3,0.1,h,0,0.0192732020640064,17.1504612534447,0.115686365139323,1
sym8,4,0.1,h,0,0.0192733978833948,17.1504171285258,0.115813568909903,1
sym8,4,0.1,h,1,0.0192733978833948,17.1504171285258,0.115813568909903,1
sym8,5,0.1,h,0,0.0192741105414644,17.1502565456608,0.115806999635458,1
sym8,5,0.1,h,1,0.0192741105414644,17.1502565456608,0.115806999635458,1
sym8,3,0.1,h,0,0.0192801817910026,17.1488887549247,0.115855577560306,1
sym8,3,0.1,h,1,0.0192802074518764,17.1488829747051,0.115855352764294,1
db8,2,0.1,h,1,0.0193286435930047,17.1379862195398,0.115735816862307,1
db8,2,0.1,h,0,0.0193286493634709,17.1379849229764,0.115736946190156,1
sym8,2,0.1,h,0,0.0193367844314663,17.1361574430566,0.115897188155322,1
sym8,2,0.1,h,1,0.0193367934852361,17.1361554096258,0.11589625436514,1
haar,4,0.1,h,0,0.0193550477176601,17.1320575364025,0.115150602846679,1
haar,4,0.1,h,1,0.0193550477176601,17.1320575364025,0.115150602846679,1
haar,5,0.1,h,0,0.0193555981075589,17.1319340399891,0.115146416963905,1
haar,5,0.1,h,1,0.0193555981075589,17.1319340399891,0.115146416963905,1
haar,3,0.1,h,0,0.0193601775929591,17.1309066318008,0.115172245927555,1
haar,3,0.1,h,1,0.0193601775929591,17.1309066318008,0.115172245927555,1
haar,2,0.1,h,1,0.0194129410200349,17.1190866491995,0.11519076615082,1
haar,2,0.1,h,0,0.0194129724752841,17.1190796122286,0.115190119114388,1
db8,2,0.6,s,0,0.0235489484398825,16.2802848118701,0.498692620757109,1
sym8,2,0.6,s,0,0.0235642801949973,16.2774582185449,0.49872035108818,1
haar,2,0.6,s,0,0.0240800443485886,16.1834271756664,0.458739378689817,1
db8,2,0.7,s,0,0.0310530467850472,15.0789578237893,0.463286048607845,1
sym8,2,0.7,s,0,0.0310822985300361,15.0748687268964,0.462945012163215,1
haar,2,0.7,s,0,0.0316549074755477,14.9955895154443,0.424573145921268,1
db8,2,0.8,s,0,0.0393991900969713,14.0451270558639,0.427340917739108,1
sym8,2,0.8,s,0,0.0394475924918467,14.0397949687563,0.426640129257957,1
haar,2,0.8,s,0,0.0400778207729602,13.9709590121288,0.390300397235643,1
db8,2,0.9,s,0,0.0484381591353471,13.1481237032982,0.391981875216933,1
sym8,2,0.9,s,0,0.0485061886321164,13.1420284866953,0.391067163715172,1
haar,2,0.9,s,0,0.0492000820527726,13.0803417294328,0.356934737907815,1
